id,adi,soyadi,eposta,ceptel,dogumtarihi,dogumyeri_tilcelerid,cinsiyet,tckimlikno,kangrubu_tkangruplariid
2439,Duygu,ÖZEL,duygu.özel38@gmail.com,5538314646,1994-06-11,34,f,94139200504,2
2440,Cihat,TUYAKOVA,cihat.tuyakova81@gmail.com,5465859758,1983-07-26,38,t,22210916570,2
2441,Gencay,CEBECİ,gencay.cebeci94@gmail.com,5427263836,2002-02-17,6,t,48430207616,2
2442,Ayben,GULINAZI,ayben.gulınazı80@gmail.com,5484901909,2000-10-05,17,f,49965830600,7
2443,Okan,AKDAĞ,okan.akdağ15@gmail.com,5373249385,1986-12-09,16,t,53732141115,3
2444,Ayşen,AVCI,ayşen.avcı45@gmail.com,5372702746,1997-05-09,68,f,61524065290,1
2445,Ayfer,ERGUN,ayfer.ergun44@gmail.com,5317132291,1990-07-03,22,f,28289164122,3
2446,Mehtap,ÖZGÜR,mehtap.özgür69@gmail.com,5517969208,1984-07-23,23,f,10673502217,1
2447,Ahmet,KURTARAN,ahmet.kurtaran71@gmail.com,5368137312,1994-01-03,28,t,61010078163,0
2448,Mualla Buket,ÇAKIL,mualla buket.çakıl68@gmail.com,5508450284,1985-03-17,6,f,89062431051,1
2450,Muhammet Celal,SAİDYKHAN,muhammet celal.saidykhan62@gmail.com,5408011822,1993-02-24,61,t,15279307409,0
2451,İdris,ERBEK,idris.erbek16@gmail.com,5444762130,1981-10-08,16,t,76971678677,0
2452,Hasret,ÇETİN,hasret.çetin40@gmail.com,5564644643,1996-12-08,52,f,50376110502,0
2453,Hüseyin,DORUK,hüseyin.doruk24@gmail.com,5514908608,2001-09-12,51,t,27152869666,0
2454,Erdem İzzet,RESALAİTİ,erdem izzet.resalaiti43@gmail.com,5324880939,2003-03-24,34,t,57668910748,7
2455,Zehra,YİĞİT,zehra.yiğit40@gmail.com,5364542277,2000-01-20,7,f,63532259565,3
2456,Selvi Nazlı,BİŞER,selvi nazlı.bişer91@gmail.com,5324651834,1985-12-07,46,f,29293054069,3
2457,Sena,Y,sena.y63@gmail.com,5322053680,1990-11-07,34,f,58474606568,3
2458,Ayşegül Elif,GÜLBAK,ayşegül elif.gülbak92@gmail.com,5518643552,1982-07-12,34,f,12852461808,0
2459,Mehmet,DOĞAN,mehmet.doğan29@gmail.com,5477862444,1993-03-20,42,t,38321290602,5
2460,Berk,ÖNER,berk.öner20@gmail.com,5501719218,1994-12-22,34,t,56521376787,0
2461,Nihal,ABDULLAHİ,nihal.abdullahi64@gmail.com,5528008798,1988-12-01,34,f,89519648130,3
2462,Hasan Ramazan,MERAY,hasan ramazan.meray23@gmail.com,5435297184,1993-03-02,34,t,42954781587,0
2463,Ferhat,YALÇINKAYA,ferhat.yalçınkaya40@gmail.com,5355143385,1985-05-12,34,t,74759556677,2
2464,Erdem,ÇEPNİOĞLU,erdem.çepnioğlu24@gmail.com,5484572587,1984-08-11,34,t,96599826790,1
2465,Ufuk,KAVUNCUOĞLU,ufuk.kavuncuoğlu37@gmail.com,5424337438,1983-10-01,34,t,82105365838,3
2473,Can,HASANOVA,can.hasanova70@gmail.com,5334985493,1991-03-25,34,t,72074288799,7
2474,Emel Şeyma,ERDOĞAN,emel şeyma.erdoğan85@gmail.com,5518210138,1987-05-18,34,f,40927984941,3
2475,Merve,ŞAHİN,merve.şahin78@gmail.com,5421172696,1993-05-17,34,f,33806809449,5
2476,Emre,ATILGAN,emre.atılgan46@gmail.com,5364478341,1995-07-24,18,t,87551345227,0
2477,Ahmet Alptekin,ABDELLAHİ,ahmet alptekin.abdellahi50@gmail.com,5328580845,2003-03-13,34,t,91860962115,0
2478,Ezgi,UĞUR,ezgi.uğur98@gmail.com,5442950657,1994-05-02,58,f,83341897711,0
2479,Ali,HAJRAJ,ali.hajraj81@gmail.com,5528045661,2002-05-09,43,t,13639015807,0
2480,Şeyda,MOUSSA,şeyda.moussa52@gmail.com,5514718962,1982-04-24,38,f,53109477628,7
2481,Mehmet,ÖLÇÜCÜOĞLU,mehmet.ölçücüoğlu21@gmail.com,5398165202,1998-02-20,1,t,67837375013,0
2482,Ömer Taha,HAMAD,ömer taha.hamad82@gmail.com,5608601813,1986-03-06,5,t,10067680864,1
2483,Mete Han,TÜRÜT,mete han.türüt94@gmail.com,5375441731,1986-07-14,33,t,24539031148,3
2484,Yunus,DURSUN,yunus.dursun69@gmail.com,5426912695,1999-11-26,34,t,96647123229,0
2485,Ömür,MADJİDOVA,ömür.madjidova74@gmail.com,5312968539,1995-10-23,34,f,58822934548,0
2486,Güldenur,KAYMAZ,güldenur.kaymaz42@gmail.com,5606655843,1985-07-24,34,f,69215641831,0
2487,Emel,JAMMEH,emel.jammeh56@gmail.com,5444041738,1984-07-26,11,f,66916591612,0
2488,Şeyda,ÖZEN,şeyda.özen81@gmail.com,5512582178,2001-12-03,34,f,35276281944,7
2489,Yeşim,ONUR,yeşim.onur73@gmail.com,5456309454,1984-04-28,34,f,57307336256,7
2490,Faik Tansu,ASLAN,faik tansu.aslan57@gmail.com,5464894153,1980-02-12,34,t,91960363106,0
2491,Hediye,BARŞIK,hediye.barşık82@gmail.com,5473839152,1984-11-06,53,f,40704387744,0
2492,Fatma,GÖREN,fatma.gören89@gmail.com,5595077359,2002-12-09,53,f,61242957098,0
2493,Ali Osman,SEZGİN,ali osman.sezgin54@gmail.com,5494952516,1989-07-17,10,t,34938796679,1
2494,Mehmet Ali,AYĞUR,mehmet ali.ayğur52@gmail.com,5583771196,1998-05-03,47,t,28742791541,0
2495,Mehmet,DEMİR,mehmet.demir65@gmail.com,5547983984,2000-06-11,34,t,22360163536,1
2496,Aykut,GÜNDOĞDU,aykut.gündoğdu83@gmail.com,5514056218,1981-02-22,34,t,90460253665,1
2497,Cihan,DURGUN,cihan.durgun42@gmail.com,5312986434,1989-10-04,34,t,29958993990,0
2498,Eyüp,MATRAİMOV,eyüp.matraimov38@gmail.com,5526389252,1998-02-18,55,t,68657603252,0
2499,ÜNAL,EMRE,ünal.emre32@gmail.com,5338437387,1990-03-16,34,t,54048149784,1
2500,Salih Erdem,KAYA,salih erdem.kaya72@gmail.com,5552322584,1990-12-26,5,t,99826212171,0
2502,Nihal,ASLAN,nihal.aslan92@gmail.com,5411601837,1995-09-06,34,f,27628897817,7
2503,Arzu,Y,arzu.y15@gmail.com,5388039115,1985-01-21,34,f,86183718425,0
2504,Engül,BAIERNA,engül.baıerna26@gmail.com,5588665905,2002-06-17,62,f,96118777801,7
2505,Onur Yaşar,DUPLJAK,onur yaşar.dupljak34@gmail.com,5332579123,1980-12-23,36,t,56210267646,1
2506,Necati Erdem,ABD ALLAH,necati erdem.abd allah91@gmail.com,5471467931,1988-03-24,34,t,62614351000,7
2507,Elif,DEMİR,elif.demir46@gmail.com,5534093317,2000-12-12,53,f,25045132978,3
2508,Abdüssamed,YILMAZ,abdüssamed.yılmaz32@gmail.com,5343472220,1990-05-04,34,t,62375206272,0
2509,Ömer,ÖZÇAKIR,ömer.özçakır20@gmail.com,5456425899,1995-10-01,67,t,33970430866,1
2510,Selçuk,ALGÜL,selçuk.algül12@gmail.com,5413799249,1998-04-18,34,t,37838625210,3
2511,Nejla,Y,nejla.y36@gmail.com,5417987987,2000-07-15,53,f,28354585889,1
2512,Aşkım,KOÇAK,aşkım.koçak64@gmail.com,5393347258,1991-09-11,28,f,78682885003,0
2513,Nesrin,ECER,nesrin.ecer49@gmail.com,5453016251,2003-06-28,34,f,16557040166,2
2514,Akif,NAYAB,akif.nayab75@gmail.com,5316433149,2001-04-05,37,t,13174114780,0
2515,Abdulhalım,AKSAK,abdulhalım.aksak91@gmail.com,5424516699,1995-03-04,34,t,80144606754,0
2516,Ömer,ÇEVİK,ömer.çevik82@gmail.com,5507961997,1983-11-17,34,t,21913464188,0
2517,Serdar,VANLI,serdar.vanlı99@gmail.com,5528133320,1994-01-04,34,t,30932271561,0
2518,Ayşe,ÖZBEY,ayşe.özbey30@gmail.com,5418468578,1981-03-02,55,f,92973164432,1
2519,Recep Erhan,UĞUR,recep erhan.uğur31@gmail.com,5532782320,1999-05-02,34,t,77550322846,0
2520,İbrahim,CANER AKIN,ibrahim.caner akın58@gmail.com,5327368249,1999-04-19,34,t,51420570133,7
2521,Esra,KESKİN,esra.keskin52@gmail.com,5324364457,1990-02-07,34,f,20571520605,6
2522,Gökçe,DEMİR,gökçe.demir93@gmail.com,5331331169,1996-07-18,34,f,15298420842,0
2523,Sedat,ÖZÇELİK,sedat.özçelik16@gmail.com,5502388490,1998-06-13,2,t,85933194138,7
2524,Elvan,HASCAN,elvan.hascan55@gmail.com,5502668156,1980-06-07,54,f,69542987197,1
2525,Zülfükar,TAN SOYSAL,zülfükar.tan soysal98@gmail.com,5502566962,1984-12-11,52,t,12763742086,0
2526,İbrahim Emrah,ARCAGÖK,ibrahim emrah.arcagök53@gmail.com,5344014801,1996-01-26,34,t,65156757874,0
2527,İlyas,KALKAN,ilyas.kalkan87@gmail.com,5405364520,1984-06-25,75,t,73697489855,1
2528,Kağan,ŞİŞMAN,kağan.şişman82@gmail.com,5379035785,1998-04-10,6,t,26388958340,0
2529,Fethullah,DEMİRAY,fethullah.demiray27@gmail.com,5553592251,2001-03-27,61,t,27577492596,0
2530,Öztürk,AL,öztürk.al97@gmail.com,5301640649,1984-09-24,34,t,71897979186,1
2531,Bahadır,ERDOĞDU,bahadır.erdoğdu46@gmail.com,5374689863,1986-03-23,34,t,55144826215,0
2532,Kadir,AKTAŞ,kadir.aktaş77@gmail.com,5474236309,1981-06-16,34,t,98195746560,1
2533,Tümer,ASLAN,tümer.aslan11@gmail.com,5361378406,1984-08-19,25,t,56185085717,0
2534,Pınar,TEKÇAM,pınar.tekçam17@gmail.com,5438510973,1992-04-15,34,f,82360949039,0
2535,Halime,KOMŞUOĞLU,halime.komşuoğlu58@gmail.com,5363018929,2000-04-18,34,f,46580794823,0
2536,Mine,AKGÜN,mine.akgün29@gmail.com,5343094197,2000-05-11,34,f,81454717203,1
2537,İhsan,KİRİŞÇİ,ihsan.kirişçi66@gmail.com,5315918812,1998-03-22,34,t,79992748464,1
2538,Yasin,OZYİLMAZ,yasin.ozyilmaz61@gmail.com,5461364835,2002-04-09,61,t,47182289894,1
2539,İsmail,HUSEYNOV,ismail.huseynov11@gmail.com,5463396852,2001-02-14,9,t,85867220901,0
2540,Ahmet Yasir,KARAGÖL KÜÇÜK,ahmet yasir.karagöl küçük30@gmail.com,5465044404,1980-11-24,34,t,21947978766,0
2541,Nevin Ece,Y,nevin ece.y30@gmail.com,5379117497,2003-02-16,6,f,64705178097,0
2542,Alpaslan,ÖZANT,alpaslan.özant67@gmail.com,5554709330,1982-01-04,36,t,68632729583,0
2543,Merve,NURHAN,merve.nurhan33@gmail.com,5317847473,1985-09-13,34,f,40686209897,0
2544,Vahit,BAYRAKTAR,vahit.bayraktar91@gmail.com,5393124329,1989-05-22,34,t,30953294428,0
2545,Abdullah,AŞKAR,abdullah.aşkar31@gmail.com,5402826903,1993-11-02,34,t,83540914087,0
2546,Pınar,ARTAR,pınar.artar69@gmail.com,5361295661,1980-04-17,49,f,88640744229,2
2547,Tüzem,KAVUK,tüzem.kavuk36@gmail.com,5457205588,1983-07-05,34,f,75641537080,0
2548,Elif,ERTINMAZ,elif.ertınmaz68@gmail.com,5426355409,2000-09-05,6,f,11866945552,0
2549,Saadet,PALAOĞLU,saadet.palaoğlu48@gmail.com,5427187732,1986-03-01,34,f,80222898831,1
2550,Aylin,ÖZBAY,aylin.özbay70@gmail.com,5531558812,1998-12-20,34,f,94188606678,7
2551,Selma,KURT,selma.kurt36@gmail.com,5492771663,1983-10-20,76,f,63024073248,1
2552,Figen,GÜLER,figen.güler81@gmail.com,5372783559,1988-05-04,34,f,19436861914,0
2553,Nuray,PAKSOY,nuray.paksoy88@gmail.com,5357527589,1993-11-01,34,f,92409480285,1
2554,Fatma Mine,ÖZYURT,fatma mine.özyurt87@gmail.com,5461117329,1986-07-18,38,f,94588828707,1
2555,Mefule,SAKA,mefule.saka84@gmail.com,5369014793,1982-11-22,38,f,95546431065,7
2556,Deniz,KAVDIR,deniz.kavdır79@gmail.com,5303167596,1980-07-08,34,f,88608218883,0
2557,Gülden,GÖZLER,gülden.gözler57@gmail.com,5593945245,1994-10-06,34,f,21841853747,0
2558,Meltem,kınalı,meltem.kınalı70@gmail.com,5603197289,1983-03-04,34,f,29129981339,0
2559,Sema,ÇALAPÇIKAY,sema.çalapçıkay11@gmail.com,5371559856,1994-06-05,59,f,51110541342,0
2560,Ahmet Nuri,DUMAN,ahmet nuri.duman87@gmail.com,5436445669,1991-08-26,24,t,83478346844,0
2561,nca,COLAK,nca.colak62@gmail.com,5544149301,1980-04-21,34,f,80370810243,2
2562,Sezen,ÇİBUK,sezen.çibuk32@gmail.com,5601730566,1987-04-06,34,f,55237653055,0
2563,Esra Hande,TAŞÇI,esra hande.taşçı37@gmail.com,5572796844,1985-02-11,34,f,49138873605,7
2564,Gizem,BAHCİVANCİLAR,gizem.bahcivancilar76@gmail.com,5406865319,2002-06-12,34,f,32305004537,0
2566,Serdar,SEYDA,serdar.seyda92@gmail.com,5546014685,2001-01-10,55,t,60798793060,1
2567,İbrahim Halid,DOĞAN,ibrahim halid.doğan77@gmail.com,5359020733,1998-02-08,26,t,81225648123,7
2568,Zeynep,CİN,zeynep.cin92@gmail.com,5583875753,2003-05-26,28,f,38216790174,0
2569,Iraz,Y,ıraz.y55@gmail.com,5541763750,1994-11-16,31,f,78239639764,0
2570,Mustafa,GURLER,mustafa.gurler14@gmail.com,5387183382,2001-01-18,25,t,69968692226,0
2571,Selma,GÜNDÜZ DANIŞ,selma.gündüz danış64@gmail.com,5315569405,1988-08-27,34,f,62868999293,7
2572,Esra,ÖZKOÇAK,esra.özkoçak99@gmail.com,5559122582,1988-10-18,34,f,59930061414,1
2573,Uğur,HAKSEVER,uğur.haksever20@gmail.com,5522699446,1994-09-05,34,t,45609651518,0
2574,Metin,YILDIZ,metin.yıldız15@gmail.com,5375232390,1991-06-16,19,t,48983136426,1
2575,Fatih Cem,COULİBALY,fatih cem.coulibaly62@gmail.com,5374655736,2000-12-05,50,t,73170198098,0
2576,Sefa,ÖZ,sefa.öz17@gmail.com,5444700216,1984-07-16,28,t,19972238434,7
2577,Hüseyin,KILIÇ,hüseyin.kılıç74@gmail.com,5458996266,1984-09-04,34,t,50693348172,7
2578,Yasin,KILIÇ,yasin.kılıç58@gmail.com,5377170864,1986-11-04,7,t,64428981272,8
2579,Engin,ÖZYÜKSEL,engin.özyüksel88@gmail.com,5303767935,1982-04-12,28,t,41421322393,7
2580,Müşerref,AK,müşerref.ak17@gmail.com,5402600528,1988-01-04,50,t,95199350212,0
2581,Turhan,ŞAHİN,turhan.şahin91@gmail.com,5571631956,2003-07-01,34,t,54398822795,0
2582,Faruk,FİLİZAY,faruk.filizay55@gmail.com,5586487921,1996-12-12,42,t,89111649906,1
2583,Kemalettin,ÖZDEMİRKAN,kemalettin.özdemirkan34@gmail.com,5503031943,1989-11-01,16,t,52601810704,0
2584,İbrahim,ALMAHO,ibrahim.almaho33@gmail.com,5362694603,1980-05-04,58,t,46633410565,7
2585,Sema Hatun,POLVAN,sema hatun.polvan88@gmail.com,5382956700,1988-03-05,12,f,43992557679,0
2586,Merve,ŞAHİN,merve.şahin40@gmail.com,5545726193,2001-08-03,34,f,25174243094,7
2587,Hasan,GÜNDOĞDU,hasan.gündoğdu42@gmail.com,5446363387,1985-06-26,34,t,32384969735,1
2588,İbrahim,ŞİMŞEK,ibrahim.şimşek30@gmail.com,5327578693,1983-05-21,29,t,90209759659,7
2589,Mehmet,AĞCABAY,mehmet.ağcabay29@gmail.com,5544595761,2001-10-24,47,t,31172876335,0
2590,Ahmet,BAŞARGAN,ahmet.başargan82@gmail.com,5568880263,2002-10-23,58,t,91243052687,7
2591,Nural Elif,SHEİKH NUR,nural elif.sheikh nur27@gmail.com,5541915811,1996-11-05,34,f,24143290594,3
2592,Esra,SANABRIA MEDINA,esra.sanabrıa medına76@gmail.com,5477268154,1980-04-27,34,f,40191022183,7
2593,Emine,KUTLU,emine.kutlu80@gmail.com,5576452379,1986-01-17,34,f,64740499196,0
2594,Muhammet Furkan,DURAK,muhammet furkan.durak21@gmail.com,5477091288,1980-02-26,44,t,29789767152,0
2595,Sacit Emre,TURHAN,sacit emre.turhan22@gmail.com,5468204882,1988-11-05,34,t,12948903393,0
2596,Elif,YILDIRIM,elif.yıldırım15@gmail.com,5457165903,2001-05-02,34,f,67693375634,7
2597,Raif,BAYRAKTAR,raif.bayraktar85@gmail.com,5343360712,1981-08-06,36,t,25238208554,0
2598,Yasemin,ESHETU,yasemin.eshetu58@gmail.com,5332363189,1995-12-15,78,f,76859311386,0
2599,Abdurrahman,ŞAN,abdurrahman.şan86@gmail.com,5534918750,1994-12-09,34,t,24351474749,1
2600,Abdulkerim Talha,YILMAZ,abdulkerim talha.yılmaz71@gmail.com,5456328430,2003-02-26,34,t,30119156951,0
2601,Melih,KÖSE,melih.köse96@gmail.com,5507854402,1984-10-19,34,t,82287533583,6
2602,Nagehan,YASEVAŞ,nagehan.yasevaş18@gmail.com,5504354306,2003-08-16,34,f,49879246834,7
2603,Burhan,MIRIXIATI,burhan.mırıxıatı62@gmail.com,5303339856,1996-06-15,24,t,75945269391,0
2604,Murat,SIMAYI,murat.sımayı92@gmail.com,5463062127,2001-11-24,34,t,21505977777,7
2605,Ahmet Yusuf,GÜNGÖR,ahmet yusuf.güngör39@gmail.com,5343237556,2003-10-17,34,t,79942533917,7
2606,Yusuf,HAKİMİ,yusuf.hakimi99@gmail.com,5381163216,1996-05-15,2,t,28364161583,0
2607,Mehmet Ali,DURANLAR,mehmet ali.duranlar 70@gmail.com,5352662711,2003-11-15,15,t,11479486176,7
2608,Hüseyin,AY,hüseyin.ay91@gmail.com,5385145279,1993-02-06,18,t,94977176923,0
2609,Sezai,GÜNAYDIN,sezai.günaydın88@gmail.com,5474421525,1982-08-03,58,t,52395103109,0
2610,Yener,KARAKA,yener.karaka49@gmail.com,5346890591,1987-05-11,53,t,86263834365,1
2611,Volkan,BAYRAKTAR,volkan.bayraktar51@gmail.com,5313905904,1987-04-01,10,t,99431756008,1
2612,Ülkü,BALCIOĞLU,ülkü.balcıoğlu33@gmail.com,5519097452,1988-06-09,50,f,97087179624,5
2613,Hakan Fikret,Y,hakan fikret.y82@gmail.com,5582484335,1980-06-04,34,t,66135702604,0
2614,Adnan,ŞEN,adnan.şen98@gmail.com,5599180422,1998-08-04,19,t,64359243797,0
2615,Ceyda,YAZICIOĞLU,ceyda.yazıcıoğlu73@gmail.com,5564729404,1982-01-18,34,f,64345137388,0
2616,Burçin,YAHYAOĞLU,burçin.yahyaoğlu77@gmail.com,5365535615,2000-03-22,34,f,43555340707,0
2617,Sacide,UÇAR,sacide.uçar76@gmail.com,5347379784,1986-04-28,26,f,57323517971,8
2618,Hatice Duygu,ŞENTÜRK,hatice duygu.şentürk41@gmail.com,5567974182,1985-07-21,43,f,75787123028,7
2619,İskender,Y,iskender.y66@gmail.com,5384900834,2003-07-01,46,t,97379836970,1
2620,Aslıhan,AKSOY,aslıhan.aksoy25@gmail.com,5526093446,1998-02-20,16,f,64613600297,0
2621,Hatice,ÇORUH,hatice.çoruh10@gmail.com,5362980207,1985-05-09,55,f,68800132457,1
2622,Göksel,ETKESER,göksel.etkeser23@gmail.com,5364392961,1993-08-17,34,t,31093558534,7
2623,Önder,METE,önder.mete44@gmail.com,5485647769,2000-02-22,61,t,22112624177,0
2624,Ayşenur,SEVİĞ,ayşenur.seviğ17@gmail.com,5369138580,2002-09-12,34,f,33023576564,0
2625,Abdullah Ethem,ÇEÇEN,abdullah ethem.çeçen90@gmail.com,5305498816,1990-04-07,19,t,42406511613,0
2626,Ünal,KURT,ünal.kurt57@gmail.com,5608248263,1992-07-04,34,t,62270442689,0
2627,Yüksel,YEREBASMAZ,yüksel.yerebasmaz62@gmail.com,5456696285,1993-02-10,34,t,36731745253,0
2628,Ayşen,YAYLA,ayşen.yayla50@gmail.com,5467722406,1982-10-03,34,f,25944544012,0
2629,Koray,YÜKSEL,koray.yüksel56@gmail.com,5413376450,1992-03-01,67,t,26632126626,1
2630,Recep,ŞENTÜRK,recep.şentürk20@gmail.com,5404895480,1990-02-03,34,t,87736832515,0
2631,Nurşah,KADİRİOĞLU,nurşah.kadirioğlu13@gmail.com,5503839541,1983-06-12,46,f,30658102833,0
2632,Hasan Murat,ERER,hasan murat.erer19@gmail.com,5354837443,1983-10-25,61,t,42416503919,0
2633,Numan Fazıl,MURAT,numan fazıl.murat41@gmail.com,5506400627,1980-11-25,25,t,33645075044,0
2634,Ünal,SEVENCAN,ünal.sevencan96@gmail.com,5318468729,1981-10-25,34,t,73183316567,0
2635,Şükran,ÖZENER,şükran.özener15@gmail.com,5438823652,1985-09-25,32,f,29498113995,0
2636,Alaeddin,GÜNEREN,alaeddin.güneren82@gmail.com,5331017358,1995-04-13,3,t,68704360573,0
2637,Elif Zeynep,GEMİCİ,elif zeynep.gemici96@gmail.com,5416623685,1984-03-23,34,f,25024590302,1
2638,Sinan,BİÇER,sinan.biçer29@gmail.com,5506489892,1987-05-14,6,t,53086646098,0
2639,Murat,KİRAZ,murat.kiraz52@gmail.com,5521248445,1999-06-04,34,t,34684119723,0
2640,Ali,ALTUNBÜKEN,ali.altunbüken50@gmail.com,5604405369,2001-01-05,11,t,92492262102,0
2641,Tamer,ÖZAN,tamer.özan42@gmail.com,5522923447,1980-12-15,34,t,55395053405,0
2642,Şevki,OŞAR,şevki.oşar25@gmail.com,5357980638,2003-10-20,34,t,67226356437,7
2643,Mehmet,SEVÜK,mehmet.sevük95@gmail.com,5322923313,1997-12-07,79,t,39205415010,0
2644,Şenay,AKÇİÇEK,şenay.akçiçek90@gmail.com,5362902617,1980-06-14,34,f,94343936835,7
2645,Beyza Nur,ASLANLI,beyza nur.aslanlı10@gmail.com,5311516976,2000-02-06,34,f,57858020781,0
2646,Emil,Y,emil.y27@gmail.com,5484980543,1995-05-04,34,f,87550603569,1
2647,Gökhan,MURAT,gökhan.murat91@gmail.com,5363575418,1987-10-07,34,t,43235271084,2
2648,Çağlayan Saba,NAMLI,çağlayan saba.namlı93@gmail.com,5484800533,1991-09-18,1,f,50470774918,0
2649,Ayşegül,Oğurlu,ayşegül.oğurlu10@gmail.com,5338736496,1985-03-05,34,f,24588751976,1
2650,Ece,ÇIK,ece.çık99@gmail.com,5438786439,1993-04-08,78,f,29297191193,0
2651,Selahattin,YİĞİT,selahattin.yiğit77@gmail.com,5432274186,1988-10-11,34,t,88134063890,0
2652,Sümeye,KARAKUŞ,sümeye.karakuş28@gmail.com,5581613975,2001-03-15,34,f,60543954220,1
2653,Uğur Yasin,YILMAZ,uğur yasin.yılmaz70@gmail.com,5414238325,1998-08-18,34,t,35542696600,3
2711,Yasin Atakan,Y,yasin atakan.y27@gmail.com,5543507952,1987-02-13,34,t,12247762683,7
2806,Mustafa Seyfullah,YILMAZ,mustafa seyfullah.yılmaz69@gmail.com,5563036341,1988-02-16,34,t,71229231963,0
2821,Hasan Serdar,ALTUN,hasan serdar.altun87@gmail.com,5498242628,1990-05-12,6,t,18539116202,0
2852,Salih,KAYAYURT,salih.kayayurt37@gmail.com,5571207661,1983-06-19,22,t,13794390232,0
2888,Mehmet,BAL,mehmet.bal36@gmail.com,5423480835,1984-05-26,61,t,97803133931,0
2922,Osman,DEMİRTÜRK,osman.demirtürk30@gmail.com,5464525133,1997-08-26,64,t,31626024734,0
2973,Osman Can,ALTINER,osman can.altıner91@gmail.com,5602837934,1981-10-16,44,t,99270876432,1
3098,Mehmet,ARİK,mehmet.arik22@gmail.com,5354374638,1996-07-15,34,t,77270868778,0
3157,Ömer Faruk,KARAAHMETOĞLU,ömer faruk.karaahmetoğlu37@gmail.com,5413883206,1991-06-11,61,t,98394641227,0
3281,Hakan,SÖLMEN,hakan.sölmen86@gmail.com,5494490867,1984-11-04,34,t,18809735138,0
3304,Süleyman Görkem,RENA,süleyman görkem.rena30@gmail.com,5365087226,1999-12-05,6,t,15925322067,0
3335,Fethi,TATAR,fethi.tatar26@gmail.com,5548463694,1982-02-28,61,t,77995851185,0
3344,Fatih Oğuz Han,ARSLAN,fatih oğuz han.arslan54@gmail.com,5532375959,1993-01-06,10,t,24284998180,0
3408,Erdem,GASIMOV,erdem.gasımov79@gmail.com,5371775154,1981-10-14,34,t,30095449699,0
3423,Enes Ahmet,ŞENTÜRKATA,enes ahmet.şentürkata11@gmail.com,5402087513,1988-01-16,34,t,80997417590,0
3446,Muhammet Emin,MENFAATLI,muhammet emin.menfaatlı75@gmail.com,5558288665,1994-07-17,34,t,52157174471,0
3471,Emre,YARKAN,emre.yarkan82@gmail.com,5608004728,2003-05-10,34,t,44954625023,0
3745,Ahmet,ÖZTÜRK,ahmet.öztürk70@gmail.com,5425356244,1980-09-17,34,t,63985639069,0
3747,Ahmet Cihat,BAL,ahmet cihat.bal98@gmail.com,5321443919,1988-07-14,34,t,13810633448,0
3764,AHMET,ZAİM,ahmet.zaim58@gmail.com,5518127980,1999-11-17,34,t,96978224205,0
3788,Arif Can,KUTLU,arif can.kutlu41@gmail.com,5574099819,1997-12-07,34,t,74198210435,7
3825,Yıldız,HİDRİ,yıldız.hidri59@gmail.com,5492745455,1987-03-21,63,f,14643125771,0
3871,Tuğba,KIZILCA UNGEVER,tuğba.kızılca ungever22@gmail.com,5369121475,1982-06-25,6,f,58850244731,0
4066,Nurdan,KUŞAKCI,nurdan.kuşakcı42@gmail.com,5464344633,1995-10-23,26,f,87868054207,0
4191,Merve,KEÇE,merve.keçe86@gmail.com,5374120754,1993-10-01,34,f,95288425258,0
4398,Elif,HADİHA,elif.hadiha33@gmail.com,5382845210,1980-10-15,53,f,18197616210,0
4418,Şaziye Eda,ÖZBÜTÜN,şaziye eda.özbütün90@gmail.com,5581972825,1982-05-24,58,f,49985316503,0
4444,Duygu,YILMAZ,duygu.yılmaz16@gmail.com,5361758103,1980-06-22,34,f,40901682116,0
4507,Ruken,ŞENGÜL,ruken.şengül93@gmail.com,5482449548,2003-02-16,49,f,61294374597,0
4523,Büşra,MOHAMMAD,büşra.mohammad68@gmail.com,5476943510,1989-02-02,6,f,78090531751,0
4619,Asena,ÖZ,asena.öz64@gmail.com,5481612970,1999-11-04,4,f,30754315947,0
4659,Ebru,QADERİ,ebru.qaderi62@gmail.com,5422379176,1999-11-27,34,f,64389769436,0
4660,YURDANUR,ZIRH,yurdanur.zırh11@gmail.com,5354368205,1984-04-02,59,f,65257686200,5
4661,Ali,TAN DEHMEN,ali.tan dehmen15@gmail.com,5571278870,1980-05-03,58,t,94278065681,0
4662,SERDAR,KAYA,serdar.kaya35@gmail.com,5552376963,1992-08-11,34,t,99065850323,4
4663,ÜMİT,AKPINAR,ümit.akpınar65@gmail.com,5591000488,1999-10-20,34,t,76449248507,7
4664,Murat,EROL,murat.erol33@gmail.com,5416303562,1989-03-22,34,t,52201803927,0
4666,Muhammet Serhat,MEHTİZADA,muhammet serhat.mehtizada41@gmail.com,5515008165,1988-11-15,61,t,83739710983,0
4667,MUAMMER,BİTGEN,muammer.bitgen79@gmail.com,5332608817,2003-09-12,5,t,65278782988,1
4668,Beytullah Gültekin,KARASOY,beytullah gültekin.karasoy18@gmail.com,5433370645,1981-11-14,26,t,93753425074,0
4669,HALE,ALKIŞ,hale.alkış95@gmail.com,5577355775,1995-07-10,78,f,36050871499,0
4671,Mine Biret,BÜLÜN,mine biret.bülün52@gmail.com,5348368488,1990-09-24,52,f,61443526487,0
4672,HALUK,TEMEL,haluk.temel10@gmail.com,5436230629,1988-06-07,34,t,27318288887,0
